PurchaseAmountUSD,NumberofEngagements,SubscriptionDuration,
0.00,20,370,
210.94,3,28792,
69.05,26,389,
0.00,14,92,
9.54,1,731,
0.00,21,188,
199.00,9,28786,
35.97,24,92,
0.00,9,183,
0.00,50,92,
199.00,1,28803,
0.00,10,92,
9.54,1,731,
0.00,1,731,
0.00,7,368,
0.00,10,289,
0.00,10,365,
0.00,2,365,
35.97,17,92,
189.00,23,28797,
0.00,5,184,
0.00,5,365,
61.75,1,92,
0.00,6,31,
0.00,13,184,
0.00,15,183,
72.80,7,366,
0.00,4,457,
0.00,1,90,
0.00,8,28786,
79.00,5,274,
0.00,1,365,
0.00,10,366,
0.00,7,338,
0.00,2,368,
209.75,3,28775,
201.47,24,28801,
130.72,1,730,
29.83,9,92,
65.94,1,184,
189.00,1,28806,
0.00,14,458,
0.00,15,92,
0.00,3,365,
10.45,1,731,
35.97,20,96,
208.95,14,28784,
0.00,52,286,
119.10,23,365,
0.00,14,368,
0.00,3,183,
0.00,6,91,
35.97,11,183,
0.00,1,169,
22.83,1,366,
0.00,17,183,
0.00,20,275,
0.00,20,92,
213.93,14,28800,
0.00,27,368,
0.00,1,182,
49.15,4,91,
54.15,1,90,
119.00,10,548,
0.00,10,369,
199.00,9,28772,
0.00,7,184,
39.07,7,90,
199.00,12,28773,
0.00,11,364,
0.00,6,551,
0.00,4,181,
199.00,4,28770,
0.00,14,184,
0.00,1,368,
0.00,4,368,
0.00,37,90,
13.76,37,336,
65.94,56,366,
0.00,7,92,
0.00,7,273,
79.00,14,274,
0.00,20,91,
0.00,5,302,
42.88,10,97,
189.00,39,28789,
119.50,3,731,
199.00,1,28784,
169.00,2,731,
0.00,11,288,
0.00,3,89,
0.00,2,28769,
22.83,1,42,
119.00,3,731,
0.00,6,90,
0.00,12,274,
0.00,6,92,
0.00,13,366,
69.00,7,182,
0.00,17,29034,
0.00,4,384,
10.45,3,731,
0.00,29,399,
199.00,8,28799,
0.00,16,368,
0.00,4,31,
17.15,1,123,
0.00,8,92,
35.97,12,236,
199.00,3,28772,
0.00,29,369,
35.97,5,92,
0.00,17,183,
0.00,6,92,
0.00,9,365,
0.00,1,365,
15.25,1,731,
199.00,9,28791,
0.00,4,193,
35.97,5,548,
0.00,4,184,
0.00,4,457,
0.00,10,368,
0.00,41,28900,
0.00,25,92,
0.00,3,368,
65.94,8,183,
0.00,19,365,
0.00,15,92,
0.00,34,28772,
0.00,2,92,
0.00,13,28777,
0.00,19,181,
0.00,33,28771,
0.00,10,92,
0.00,20,361,
35.97,1,457,
35.97,1,92,
0.00,17,91,
35.97,1,92,
0.00,14,183,
199.00,11,28791,
0.00,1,368,
189.00,1,28803,
0.00,16,92,
65.94,1,184,
0.00,12,457,
65.94,11,366,
0.00,5,366,
119.00,8,366,
0.00,28,92,
0.00,22,184,
39.16,1,91,
0.00,4,365,
39.00,21,91,
0.00,11,92,
91.89,19,731,
0.00,5,368,
119.00,2,365,
189.00,5,28805,
0.00,11,91,
79.00,11,183,
0.00,19,366,
8.41,4,456,
0.00,23,365,
0.00,3,91,
0.00,18,183,
95.88,1,366,
0.00,1,368,
0.00,17,184,
0.00,5,310,
197.51,12,28804,
0.00,7,366,
0.00,5,90,
0.00,25,337,
0.00,1,183,
218.50,3,28778,
14.00,7,261,
0.00,1,61,
0.00,1,89,
0.00,18,368,
0.00,1,92,
79.00,3,365,
0.00,4,309,
0.00,8,92,
15.25,1,366,
30.88,10,93,
0.00,6,120,
35.97,21,100,
42.12,29,189,
216.66,4,28791,
119.00,1,547,
79.00,7,92,
0.00,8,184,
35.97,1,92,
0.00,10,92,
0.00,12,91,
33.40,4,212,
0.00,15,323,
69.90,18,182,
42.16,15,187,
0.00,1,365,
119.00,2,550,
0.00,4,368,
0.00,3,365,
0.00,9,92,
0.00,36,90,
0.00,7,90,
0.00,12,276,
0.00,8,28768,
42.70,1,92,
0.00,5,731,
0.00,25,92,
0.00,8,91,
0.00,27,184,
10.45,11,731,
31.72,1,91,
0.00,20,92,
48.68,20,185,
0.00,10,92,
0.00,1,366,
13.91,1,366,
199.00,23,28774,
17.15,21,92,
0.00,49,182,
10.45,5,731,
213.43,1,28803,
0.00,1,92,
216.16,4,28773,
0.00,19,316,
0.00,8,92,
61.75,8,182,
0.00,2,183,
79.00,8,184,
0.00,15,359,
42.29,15,90,
13.65,4,183,
0.00,1,92,
0.00,18,91,
199.00,14,28766,
120.33,1,28779,
0.00,7,90,
39.00,4,95,
79.00,1,184,
16.38,16,366,
0.00,10,184,
0.00,12,31,
131.88,27,182,
0.00,2,92,
0.00,1,365,
189.00,9,28805,
0.00,8,92,
0.00,28,90,
0.00,1,365,
199.00,19,28802,
0.00,17,90,
18.39,9,367,
0.00,4,368,
0.00,1,92,
0.00,5,92,
54.15,25,92,
12.60,1,456,
0.00,18,369,
0.00,3,365,
0.00,17,366,
199.00,15,28790,
0.00,5,90,
79.00,1,274,
199.00,13,28767,
35.97,1,182,
0.00,26,182,
0.00,31,310,
0.00,4,93,
0.00,1,731,
0.00,9,309,
49.15,14,183,
0.00,49,289,
199.00,19,28791,
0.00,9,92,
0.00,2,181,
0.00,16,28770,
0.00,6,91,
0.00,18,369,
38.54,14,90,
35.97,1,98,
35.97,2,92,
0.00,26,184,
0.00,1,365,
0.00,16,92,
0.00,1,317,
0.00,18,366,
15.25,1,731,
0.00,40,108,
0.00,2,365,
0.00,11,184,
41.34,1,91,
79.00,2,184,
0.00,5,193,
0.00,3,324,
199.00,3,28766,
0.00,22,92,
0.00,13,92,
13.91,2,365,
0.00,22,181,
39.00,1,91,
0.00,8,92,
56.08,5,190,
15.25,1,118,
70.29,51,182,
39.60,2,99,
35.97,1,183,
249.00,1,731,
35.97,1,92,
45.94,36,93,
0.00,1,92,
0.00,17,95,
95.88,3,365,
0.00,7,181,
203.18,9,28787,
35.97,7,182,
0.00,12,92,
199.00,1,28775,
79.00,24,283,
9.54,1,731,
0.00,16,184,
0.00,10,365,
0.00,8,381,
0.00,28,92,
0.00,35,282,
189.00,3,28799,
0.00,18,365,
0.00,3,369,
215.12,1,28767,
79.00,3,187,
119.00,6,547,
0.00,23,92,
199.00,1,28783,
84.73,1,182,
65.94,5,182,
38.85,6,90,
79.00,5,458,
299.00,33,28793,
0.00,13,369,
183.01,9,740,
0.00,1,89,
65.94,20,188,
35.97,5,182,
0.00,7,28785,
10.45,1,793,
0.00,1,193,
0.00,1,92,
0.00,10,90,
119.00,12,366,
0.00,10,92,
0.00,13,184,
199.00,1,28782,
0.00,1,368,
0.00,25,92,
209.75,5,28780,
0.00,1,400,
0.00,31,317,
0.00,18,92,
202.23,5,28808,
0.00,11,731,
0.00,2,91,
0.00,5,183,
0.00,18,365,
0.00,11,181,
0.00,18,95,
39.00,9,95,
39.03,9,92,
0.00,10,243,
0.00,3,90,
131.27,13,830,
35.97,25,92,
0.00,4,368,
0.00,29,366,
51.46,30,182,
119.00,1,365,
0.00,6,365,
199.00,1,28798,
189.00,1,28794,
272.38,24,731,
79.00,34,183,
0.00,4,368,
0.00,1,365,
0.00,4,182,
0.00,1,91,
189.00,6,28800,
0.00,7,288,
69.55,40,365,
189.00,26,28783,
10.45,8,731,
0.00,15,309,
0.00,2,92,
0.00,7,365,
0.00,1,731,
22.83,19,365,
0.00,1,90,
0.00,8,185,
33.99,12,99,
79.00,4,365,
0.00,1,368,
0.00,10,28772,
79.00,3,275,
0.00,1,90,
39.00,2,95,
0.00,16,302,
65.94,1,182,
0.00,6,281,
35.97,1,92,
0.00,2,365,
0.00,3,365,
0.00,11,28767,
10.45,26,731,
189.00,4,28795,
0.00,5,92,
376.83,29,28771,
199.00,3,28791,
0.00,18,186,
189.00,6,28801,
0.00,2,90,
0.00,8,317,
0.00,9,28788,
0.00,15,365,
10.45,15,731,
0.00,10,29226,
214.92,9,28768,
0.00,4,92,
78.76,16,184,
0.00,7,296,
35.97,1,468,
65.94,9,184,
0.00,3,91,
0.00,15,28827,
42.61,8,90,
0.00,13,365,
65.94,1,183,
0.00,14,365,
0.00,25,182,
0.00,1,92,
189.00,1,28797,
0.00,2,90,
75.48,21,386,
108.30,1,92,
0.00,15,368,
17.42,1,731,
0.00,13,368,
70.29,30,184,
119.00,17,550,
0.00,26,369,
0.00,8,368,
38.24,5,92,
0.00,6,90,
0.00,3,118,
0.00,6,28766,
0.00,18,91,
0.00,10,182,
35.97,4,381,
0.00,17,183,
0.00,5,457,
0.00,14,91,
40.95,1,95,
0.00,12,90,
35.97,1,182,
79.00,33,184,
0.00,3,372,
51.46,6,190,
0.00,3,183,
39.50,23,97,
39.03,1,92,
41.93,20,89,
0.00,18,92,
120.33,1,28768,
0.00,7,92,
198.45,4,28805,
0.00,25,366,
0.00,16,547,
0.00,14,331,
0.00,1,365,
22.83,1,366,
0.00,4,344,
0.00,6,365,
198.45,37,28796,
189.00,20,28797,
0.00,16,28974,
0.00,17,368,
0.00,1,91,
79.00,1,183,
32.72,17,274,
79.00,1,273,
150.61,9,730,
0.00,12,274,
0.00,23,91,
0.00,2,93,
0.00,16,92,
137.83,10,182,
0.00,1,94,
0.00,6,184,
0.00,23,89,
0.00,14,365,
108.30,1,91,
0.00,1,368,
208.95,1,28788,
0.00,11,92,
0.00,11,92,
0.00,1,92,
69.50,7,184,
200.39,6,365,
212.43,21,28798,
119.00,51,366,
0.00,8,92,
0.00,24,183,
0.00,2,368,
199.00,4,28778,
0.00,1,368,
0.00,6,365,
0.00,14,365,
0.00,12,1461,
0.00,5,456,
79.00,14,278,
0.00,3,180,
17.15,36,92,
0.00,9,345,
9.54,1,731,
0.00,17,368,
0.00,7,365,
0.00,7,365,
190.81,14,28845,
119.10,16,182,
0.00,4,143,
0.00,48,283,
79.00,13,183,
0.00,3,92,
26.80,7,93,
214.32,2,28768,
0.00,12,366,
75.48,19,370,
199.00,5,28767,
79.00,4,184,
0.00,6,92,
18.39,2,214,
23.95,7,31,
95.88,1,365,
10.45,1,731,
65.94,1,183,
0.00,3,92,
69.96,20,183,
0.00,22,94,
53.35,38,29223,
79.00,1,184,
0.00,1,92,
79.00,8,277,
179.00,30,28885,
0.00,15,96,
0.00,2,365,
179.00,1,731,
0.00,9,365,
0.00,1,365,
39.57,1,92,
0.00,31,92,
0.00,24,366,
0.00,23,92,
0.00,6,91,
13.11,15,122,
0.00,3,92,
0.00,29,184,
209.20,1,28769,
39.00,2,95,
0.00,1,29222,
18.39,1,246,
0.00,1,289,
0.00,36,310,
0.00,16,181,
0.00,11,365,
0.00,3,367,
189.00,15,28805,
0.00,4,366,
38.49,9,99,
0.00,16,155,
0.00,15,183,
35.97,5,639,
35.97,1,366,
0.00,6,367,
216.66,4,28787,
22.27,14,366,
0.00,1,92,
0.00,8,190,
0.00,7,457,
0.00,13,95,
39.00,16,95,
179.00,3,731,
21.44,20,95,
0.00,23,316,
124.77,1,184,
0.00,2,365,
0.00,17,101,
42.66,23,91,
0.00,1,182,
0.00,4,365,
35.97,16,96,
205.77,10,28797,
199.00,5,28777,
0.00,29,365,
26.80,24,91,
0.00,18,92,
0.00,13,29148,
0.00,1,368,
0.00,3,365,
0.00,4,365,
180.51,35,731,
189.00,14,28878,
62.38,5,92,
0.00,10,370,
0.00,2,368,
0.00,10,182,
143.76,1,731,
0.00,1,370,
0.00,10,365,
0.00,3,369,
199.00,1,28801,
35.97,5,110,
0.00,5,91,
97.36,1,182,
0.00,14,365,
0.00,14,365,
0.00,2,181,
10.45,6,731,
0.00,1,91,
0.00,1,278,
86.29,1,365,
0.00,9,92,
0.00,1,92,
0.00,5,287,
37.91,6,101,
189.00,4,28795,
0.00,4,182,
0.00,11,295,
119.00,2,548,
0.00,9,183,
8.41,45,487,
39.16,3,414,
199.00,7,28766,
35.97,1,274,
0.00,1,181,
119.00,1,365,
0.00,7,731,
0.00,29,92,
198.45,6,28801,
0.00,5,368,
189.00,15,28802,
210.94,1,28772,
35.97,1,90,
0.00,6,192,
0.00,5,365,
0.00,14,183,
61.75,5,275,
0.00,21,90,
0.00,11,91,
0.00,9,350,
208.95,14,28766,
0.00,1,89,
0.00,2,183,
0.00,1,92,
0.00,18,28774,
0.00,12,92,
26.80,8,96,
0.00,37,184,
0.00,12,182,
0.00,4,365,
0.00,2,282,
0.00,18,330,
208.95,19,28817,
208.95,19,28817,
39.48,1,92,
0.00,1,368,
0.00,1,89,
240.79,19,28769,
0.00,17,91,
0.00,18,366,
70.72,3,204,
69.24,19,366,
0.00,5,28773,
0.00,27,183,
97.36,1,366,
0.00,5,289,
0.00,9,365,
0.00,4,181,
0.00,2,92,
0.00,3,92,
93.48,17,367,
0.00,3,181,
0.00,17,365,
89.00,14,731,
8.41,7,425,
211.74,22,28791,
0.00,3,368,
39.00,14,95,
0.00,4,91,
0.00,1,91,
41.93,7,122,
0.00,1,89,
0.00,21,365,
199.00,2,28769,
61.75,1,92,
13.65,2,274,
0.00,21,365,
108.30,6,94,
0.00,8,90,
0.00,22,90,
58.41,8,187,
199.00,1,29292,
13.65,1,184,
199.00,1,28791,
0.00,1,366,
0.00,6,337,
0.00,2,181,
0.00,1,731,
0.00,4,91,
199.00,1,28799,
64.54,1,91,
0.00,14,92,
79.00,1,183,
18.39,3,396,
0.00,1,92,
0.00,1,181,
0.00,10,90,
0.00,23,369,
39.00,4,94,
0.00,1,92,
0.00,9,365,
0.00,23,92,
0.00,5,28765,
0.00,6,91,
65.94,10,761,
179.00,6,28886,
0.00,23,182,
0.00,11,92,
79.00,1,184,
22.83,12,365,
39.16,24,92,
0.00,1,39,
12.60,4,274,
0.00,5,365,
0.00,20,366,
199.00,23,28782,
213.23,10,28780,
199.00,17,28792,
0.00,3,183,
35.97,1,92,
0.00,13,365,
189.00,16,28794,
209.95,1,28779,
79.00,4,457,
0.00,1,28771,
0.00,16,181,
0.00,3,225,
0.00,5,369,
199.00,5,28800,
0.00,1,184,
376.83,2,28765,
26.80,27,94,
22.83,6,184,
0.00,8,386,
19.95,29,62,
0.00,4,366,
0.00,24,181,
79.00,1,199,
199.00,1,28800,
0.00,4,394,
0.00,12,28773,
0.00,6,338,
86.42,10,183,
0.00,1,368,
0.00,20,912,
0.00,1,368,
189.00,1,28804,
0.00,21,365,
38.34,16,92,
35.97,1,92,
299.00,1,28796,
13.65,1,212,
100.19,1,365,
65.94,1,547,
0.00,3,455,
95.88,7,365,
0.00,1,365,
39.07,6,95,
0.00,6,181,
0.00,11,92,
199.00,7,28777,
0.00,4,91,
189.00,12,28806,
0.00,20,91,
199.00,9,28787,
79.00,7,365,
0.00,19,184,
0.00,7,91,
30.88,6,100,
0.00,17,357,
0.00,2,182,
0.00,38,92,
0.00,12,89,
199.00,15,28776,
0.00,1,245,
0.00,8,183,
0.00,1,29218,
35.97,2,185,
79.00,1,366,
0.00,1,365,
155.76,3,731,
35.97,1,183,
95.88,13,365,
0.00,1,365,
199.00,1,28765,
0.00,4,616,
0.00,2,181,
0.00,11,365,
38.34,33,103,
211.44,12,28766,
37.77,5,95,
10.45,24,731,
35.97,4,91,
0.00,13,91,
0.00,9,89,
0.00,16,274,
9.54,1,136,
0.00,9,366,
0.00,22,329,
0.00,14,92,
0.00,3,90,
0.00,15,182,
13.65,1,455,
0.00,12,365,
79.00,4,183,
0.00,9,92,
0.00,1,185,
0.00,3,289,
0.00,1,31,
199.00,1,28778,
189.00,1,28889,
299.00,11,28804,
35.97,1,91,
79.00,11,183,
0.00,20,92,
10.45,1,731,
39.00,9,95,
0.00,3,369,
0.00,11,369,
179.00,7,28885,
0.00,8,90,
61.75,11,98,
0.00,9,182,
179.00,19,28845,
0.00,15,182,
119.00,2,547,
10.45,4,731,
0.00,14,547,
26.80,8,105,
0.00,9,92,
69.90,13,366,
17.15,30,223,
1.09,1,61,
15.25,1,731,
199.00,1,28798,
189.00,11,28798,
79.00,11,276,
86.97,8,368,
79.00,16,184,
0.00,3,183,
0.00,22,188,
205.77,17,28799,
0.00,4,457,
17.15,1,92,
0.00,15,366,
0.00,17,365,
0.00,11,276,
0.00,22,296,
0.00,3,92,
193.32,7,28885,
0.00,29,92,
119.00,1,365,
0.00,11,357,
0.00,15,182,
35.97,13,187,
0.00,4,310,
35.97,1,457,
22.83,1,365,
0.00,17,92,
0.00,1,184,
0.00,1,89,
79.00,8,187,
35.97,13,183,
0.00,13,91,
0.00,5,365,
0.00,2,365,
72.04,8,182,
0.00,1,420,
0.00,11,92,
42.66,14,183,
212.13,10,28767,
0.00,8,274,
0.00,7,181,
0.00,2,365,
0.00,1,90,
182.52,5,366,
35.97,1,183,
0.00,1,92,
64.54,1,326,
0.00,1,365,
39.00,1,91,
0.00,1,62,
0.00,6,92,
208.95,2,28765,
0.00,41,182,
0.00,7,366,
107.88,3,189,
0.00,8,382,
17.42,1,365,
0.00,1,93,
0.00,14,92,
0.00,4,92,
199.00,7,28787,
0.00,3,91,
0.00,6,92,
0.00,14,365,
0.00,21,675,
30.88,4,92,
9.54,1,731,
13.91,10,365,
49.15,6,184,
0.00,11,61,
35.97,15,92,
0.00,1,365,
179.10,1,28773,
35.97,9,91,
0.00,1,392,
38.85,12,173,
0.00,9,365,
0.00,9,365,
39.00,1,95,
65.94,9,366,
35.97,37,264,
199.00,10,28774,
0.00,1,181,
179.00,16,28859,
0.00,13,182,
0.00,6,365,
210.94,5,28770,
0.00,5,378,
0.00,11,457,
210.94,32,28781,
39.16,13,96,
198.45,1,28803,
39.60,21,295,
79.00,10,311,
0.00,10,316,
0.00,22,368,
0.00,6,296,
199.00,19,28788,
0.00,9,365,
0.00,17,181,
17.15,1,134,
79.00,11,184,
0.00,15,92,
212.93,24,28779,
0.00,7,92,
0.00,7,368,
0.00,2,374,
0.00,40,29023,
299.00,1,28794,
0.00,3,182,
0.00,1,274,
143.76,1,731,
0.00,1,92,
119.00,1,184,
0.00,6,368,
58.41,5,187,
33.40,8,181,
39.00,11,95,
0.00,10,90,
199.00,10,28780,
0.00,11,91,
0.00,10,264,
19.99,23,31,
13.65,1,184,
35.97,6,94,
199.00,2,28787,
0.00,5,28779,
0.00,24,365,
35.97,8,92,
0.00,1,90,
35.97,1,92,
65.94,1,182,
0.00,5,92,
0.00,4,368,
39.00,20,95,
0.00,2,184,
0.00,2,181,
0.00,10,183,
199.00,11,28771,
120.33,21,28768,
199.00,1,28774,
17.15,4,39,
0.00,12,28768,
79.00,7,201,
39.00,6,187,
71.79,8,369,
199.00,5,28773,
0.00,13,365,
0.00,1,92,
0.00,19,91,
0.00,3,92,
199.00,1,28775,
0.00,3,274,
0.00,1,30,
0.00,2,91,
0.00,19,28765,
0.00,3,95,
0.00,26,365,
35.97,12,92,
143.76,5,730,
93.48,1,366,
0.00,10,343,
35.97,1,204,
0.00,1,147,
0.00,7,181,
39.00,30,91,
199.00,12,28775,
0.00,2,89,
0.00,7,92,
0.00,24,91,
38.94,37,183,
0.00,14,115,
9.54,5,731,
35.97,16,90,
70.72,33,182,
0.00,8,92,
35.97,11,92,
0.00,1,368,
189.00,11,28793,
0.00,10,183,
0.00,16,28791,
0.00,7,182,
0.00,14,90,
0.00,3,365,
0.00,1,45,
95.88,1,366,
0.00,5,365,
0.00,16,331,
49.40,1,92,
131.88,18,369,
38.06,15,90,
0.00,1,92,
0.00,14,316,
0.00,16,89,
0.00,6,351,
0.00,16,281,
49.00,5,28984,
37.91,12,92,
0.00,7,365,
305.53,19,737,
39.00,13,91,
199.00,9,28772,
35.97,1,182,
0.00,1,92,
0.00,7,183,
0.00,3,365,
0.00,7,181,
0.00,9,456,
49.00,1,28983,
0.00,7,182,
10.45,16,731,
199.00,1,28802,
0.00,2,368,
0.00,7,91,
299.00,1,28803,
0.00,11,92,
0.00,1,184,
0.00,28,731,
0.00,15,279,
0.00,9,92,
13.65,11,276,
35.97,1,90,
199.00,1,28798,
36.55,16,92,
0.00,4,281,
0.00,7,95,
0.00,4,183,
38.22,15,97,
35.97,1,92,
9.54,1,731,
35.97,1,91,
0.00,4,365,
0.00,5,92,
0.00,8,184,
0.00,17,92,
199.00,1,28777,
0.00,1,90,
0.00,15,547,
13.91,17,365,
0.00,4,127,
0.00,1,92,
119.00,1,591,
0.00,1,365,
38.22,20,91,
189.00,23,28804,
0.00,1,89,
0.00,1,91,
0.00,1,90,
0.00,14,184,
38.49,1,91,
177.45,1,366,
18.39,14,486,
0.00,24,91,
189.00,5,28805,
0.00,21,92,
189.00,19,28805,
0.00,19,182,
0.00,6,28767,
0.00,6,28767,
0.00,3,91,
39.00,3,95,
48.01,6,99,
0.00,4,457,
39.53,10,92,
0.00,6,365,
0.00,9,184,
0.00,4,368,
0.00,4,368,
95.88,4,366,
0.00,1,365,
35.97,2,189,
0.00,14,457,
0.00,10,91,
0.00,1,365,
0.00,1,273,
189.00,1,28796,
10.45,14,731,
0.00,38,274,
0.00,1,31,
0.00,1,273,
0.00,2,281,
199.00,4,28765,
0.00,37,182,
0.00,21,370,
0.00,16,89,
0.00,1,368,
79.00,3,183,
0.00,6,365,
0.00,10,122,
0.00,6,101,
0.00,1,91,
35.97,5,639,
79.00,8,397,
0.00,4,456,
199.00,8,28766,
9.54,1,731,
79.00,9,289,
0.00,12,368,
35.97,13,92,
0.00,18,365,
0.00,1,90,
0.00,28,28774,
0.00,13,28778,
0.00,11,182,
37.05,3,91,
0.00,4,365,
35.97,1,274,
0.00,6,338,
210.94,1,28795,
204.83,5,28805,
61.75,5,92,
0.00,21,396,
0.00,25,28882,
381.77,2,28784,
0.00,1,92,
209.75,1,28767,
0.00,3,370,
104.15,21,366,
0.00,14,92,
65.94,1,184,
79.00,1,193,
0.00,15,548,
79.00,1,365,
0.00,4,90,
0.00,10,92,
35.97,1,90,
0.00,6,317,
189.00,4,28790,
0.00,18,273,
208.95,24,28941,
35.97,3,366,
0.00,8,181,
215.32,8,28779,
0.00,7,365,
0.00,1,92,
103.91,12,365,
209.75,1,28770,
0.00,13,302,
18.39,11,153,
0.00,11,90,
30.88,5,98,
10.45,1,731,
0.00,22,89,
0.00,14,365,
0.00,19,258,
199.00,19,28778,
0.00,7,365,
53.60,23,92,
41.73,12,95,
13.65,1,122,
0.00,11,92,
53.60,1,92,
52.93,27,94,
0.00,31,252,
65.94,1,184,
0.00,11,28767,
199.00,1,28768,
199.00,5,28771,
39.00,3,96,
0.00,1,91,
75.81,18,95,
199.00,1,28772,
0.00,2,184,
0.00,4,184,
0.00,1,92,
67.30,6,184,
0.00,3,337,
0.00,1,365,
0.00,1,29155,
0.00,8,92,
37.52,10,91,
119.00,14,731,
72.04,1,184,
15.25,1,36,
199.00,12,28773,
0.00,3,368,
0.00,9,193,
65.94,1,183,
35.97,8,91,
86.96,5,366,
0.00,13,184,
0.00,1,28789,
79.00,15,186,
0.00,20,28995,
42.66,1,183,
189.00,9,28800,
0.00,4,91,
0.00,14,184,
0.00,12,91,
0.00,10,184,
0.00,15,92,
79.00,1,279,
0.00,10,273,
0.00,14,365,
9.46,19,731,
71.22,1,184,
0.00,1,181,
179.00,1,28874,
0.00,25,184,
216.66,1,28774,
0.00,1,183,
79.00,12,290,
0.00,6,92,
0.00,8,92,
0.00,19,91,
0.00,10,29011,
0.00,24,184,
0.00,2,92,
0.00,4,338,
32.72,12,458,
0.00,1,365,
0.00,38,731,
0.00,5,92,
0.00,2,243,
19.95,1,31,
152.39,31,731,
0.00,13,365,
0.00,6,28767,
79.00,5,274,
199.00,1,28766,
0.00,1,89,
0.00,3,365,
43.23,1,184,
217.41,1,28796,
0.00,10,365,
35.97,18,143,
0.00,5,316,
0.00,1,29243,
0.00,10,548,
35.97,1,304,
35.97,16,458,
35.97,1,91,
0.00,17,183,
0.00,14,183,
0.00,1,92,
35.97,8,186,
70.72,1,182,
79.00,14,183,
0.00,6,28768,
39.00,3,95,
0.00,1,90,
0.00,9,92,
209.20,1,28774,
211.94,7,29081,
199.00,12,28786,
0.00,5,91,
0.00,20,91,
0.00,3,302,
35.97,9,646,
0.00,9,330,
0.00,1,90,
0.00,18,181,
0.00,9,274,
179.00,1,366,
112.17,28,369,
43.52,12,92,
0.00,22,92,
0.00,4,295,
0.00,29,29129,
0.00,1,731,
0.00,5,365,
199.00,5,28772,
0.00,3,365,
199.00,10,28774,
70.29,16,182,
0.00,3,95,
17.15,2,89,
79.00,15,274,
0.00,18,92,
22.63,8,365,
35.97,1,91,
199.00,1,28787,
0.00,32,101,
0.00,6,28768,
0.00,15,89,
45.05,1,183,
79.00,1,274,
0.00,4,316,
0.00,23,230,
93.48,1,366,
119.00,5,369,
0.00,3,365,
199.00,12,28772,
0.00,5,368,
0.00,8,92,
0.00,15,29238,
0.00,3,96,
0.00,1,91,
26.80,26,97,
35.97,25,182,
0.00,8,369,
35.97,24,547,
54.15,1,92,
0.00,1,182,
119.00,13,547,
42.12,9,95,
0.00,1,90,
42.29,1,62,
0.00,8,456,
0.00,12,182,
90.74,1,182,
0.00,12,91,
30.33,1,90,
189.00,1,28803,
0.00,4,365,
0.00,1,92,
0.00,3,90,
0.00,11,295,
0.00,7,182,
120.33,15,28767,
0.00,1,365,
0.00,1,182,
189.00,9,28792,
13.65,1,365,
0.00,7,365,
0.00,1,92,
0.00,11,365,
95.88,43,369,
189.00,7,28796,
0.00,3,368,
0.00,2,92,
95.88,4,366,
100.19,5,368,
0.00,16,457,
211.74,1,28792,
199.00,7,28767,
22.83,1,366,
0.00,10,91,
0.00,1,59,
95.88,12,419,
0.00,11,310,
0.00,11,92,
0.00,69,184,
39.00,1,95,
199.00,1,28789,
207.90,10,28797,
0.00,6,368,
15.25,6,395,
0.00,3,181,
79.00,10,275,
39.00,14,95,
0.00,1,92,
0.00,10,316,
189.00,8,28804,
0.00,4,90,
0.00,2,90,
0.00,1,90,
0.00,8,92,
189.00,9,28806,
0.00,1,366,
0.00,24,181,
0.00,7,92,
33.40,1,181,
201.47,8,28799,
0.00,4,365,
0.00,10,28774,
143.76,11,730,
143.76,11,730,
0.00,3,182,
0.00,12,183,
35.97,1,274,
35.97,1,92,
179.00,16,28884,
0.00,11,184,
0.00,2,213,
65.94,1,184,
199.00,7,28779,
0.00,6,181,
35.97,16,97,
179.10,2,28783,
0.00,16,91,
10.45,37,731,
79.00,1,184,
0.00,24,182,
0.00,23,29105,
0.00,1,92,
38.34,1,91,
0.00,12,365,
0.00,19,731,
199.00,12,28792,
199.00,3,28776,
0.00,8,183,
35.97,1,274,
65.94,1,183,
35.97,1,274,
79.00,3,183,
13.91,1,365,
0.00,4,547,
0.00,1,90,
15.25,13,731,
0.00,10,92,
0.00,15,357,
0.00,15,95,
0.00,6,182,
0.00,15,365,
35.97,5,95,
0.00,4,368,
37.54,16,181,
75.48,7,366,
79.00,6,365,
0.00,6,368,
0.00,5,369,
216.91,16,28804,
0.00,19,379,
0.00,1,92,
199.00,9,28774,
199.00,9,28774,
0.00,35,28788,
8.41,14,517,
0.00,3,365,
0.00,4,89,
0.00,27,365,
0.00,3,210,
119.88,1,365,
119.00,5,548,
0.00,11,28785,
199.00,1,28773,
0.00,19,92,
170.10,25,28804,
79.00,11,365,
199.00,12,28783,
54.15,4,92,
0.00,4,90,
79.00,9,366,
199.00,8,28833,
189.00,6,28794,
0.00,1,92,
0.00,2,89,
79.00,4,275,
35.97,14,103,
0.00,1,89,
0.00,16,365,
0.00,9,92,
0.00,1,32,
0.00,10,368,
0.00,2,182,
22.83,1,365,
61.75,1,92,
199.00,20,28774,
108.30,1,28935,
0.00,8,310,
38.25,1,92,
0.00,2,365,
0.00,10,273,
43.52,13,95,
0.00,1,28795,
35.97,11,96,
0.00,1,92,
0.00,9,366,
208.95,11,28777,
17.15,1,89,
0.00,5,90,
0.00,12,337,
0.00,7,323,
119.00,1,366,
0.00,3,557,
40.95,2,95,
0.00,4,90,
9.46,1,731,
65.94,3,184,
0.00,6,317,
119.00,8,550,
