PurchaseAmountUSD,NumberofEngagements,SubscriptionDuration,
0.00,1,368,
207.96,1,28788,
199.00,2,28785,
0.00,2,183,
35.97,1,92,
35.97,1,92,
19.95,1,91,
215.72,1,28779,
15.25,1,45,
0.00,1,181,
42.03,1,91,
0.00,1,92,
0.00,1,368,
0.00,2,377,
0.00,1,92,
79.00,1,183,
65.94,1,183,
0.00,1,365,
0.00,1,90,
35.97,1,92,
0.00,1,731,
10.45,1,731,
0.00,1,97,
0.00,1,289,
35.97,1,274,
0.00,1,368,
0.00,1,184,
17.33,1,561,
13.91,1,366,
0.00,2,183,
0.00,1,365,
0.00,1,29064,
0.00,1,365,
0.00,1,90,
0.00,1,92,
35.97,1,366,
199.00,1,28776,
69.50,1,183,
204.12,1,28854,
38.94,1,183,
0.00,1,182,
199.00,1,28768,
0.00,1,550,
0.00,1,92,
0.00,1,365,
75.81,1,92,
35.97,1,366,
0.00,3,91,
0.00,1,366,
214.92,1,28803,
0.00,1,377,
199.00,1,28805,
199.00,1,28770,
0.00,1,365,
219.10,1,28769,
0.00,1,357,
0.00,1,91,
13.61,1,92,
173.93,1,365,
0.00,1,31,
216.66,1,28801,
17.93,1,456,
0.00,1,184,
0.00,1,365,
26.25,1,122,
0.00,1,61,
0.00,1,92,
0.00,1,365,
0.00,3,182,
0.00,1,372,
199.00,1,28797,
0.00,1,365,
0.00,3,92,
0.00,1,547,
0.00,1,89,
38.24,1,92,
61.75,4,91,
54.15,1,92,
0.00,1,369,
79.00,3,275,
8.41,1,396,
211.44,1,28798,
0.00,1,274,
79.00,1,366,
99.00,1,734,
0.00,1,90,
0.00,1,181,
33.40,1,181,
65.94,1,183,
35.97,1,91,
0.00,1,365,
211.64,1,28792,
79.00,1,182,
35.97,1,90,
0.00,1,182,
39.30,1,92,
0.00,1,181,
119.00,2,549,
0.00,1,112,
131.27,1,1262,
0.00,1,92,
199.00,1,28773,
0.00,1,366,
0.00,1,89,
26.80,1,99,
0.00,3,92,
150.10,1,91,
217.31,1,28776,
49.00,1,28983,
199.00,2,28775,
0.00,1,365,
0.00,1,118,
0.00,1,29142,
0.00,1,354,
189.00,1,28794,
131.27,1,731,
119.00,1,366,
35.97,1,366,
199.00,1,28802,
0.00,1,88,
0.00,1,103,
199.00,1,28769,
0.00,1,91,
0.00,1,368,
0.00,1,184,
189.00,1,28786,
0.00,1,368,
0.00,1,91,
34.57,1,183,
0.00,1,30,
79.00,1,183,
0.00,1,368,
44.66,1,274,
0.00,2,181,
0.00,3,28767,
35.97,1,458,
214.92,1,28793,
38.13,1,91,
99.00,1,762,
99.00,1,762,
0.00,1,89,
17.15,2,92,
0.00,1,368,
0.00,1,365,
189.00,1,28796,
8.41,1,455,
99.34,1,189,
0.00,1,348,
179.00,1,731,
0.00,1,735,
189.00,1,28798,
199.00,1,28775,
199.00,1,28785,
199.00,1,28767,
318.73,1,28793,
19.99,1,327,
42.66,1,91,
0.00,1,92,
0.00,1,182,
0.00,1,92,
79.00,1,275,
0.00,1,365,
53.60,1,92,
0.00,1,28767,
0.00,1,89,
208.95,1,28797,
0.00,1,31,
0.00,2,90,
89.00,1,366,
26.08,1,365,
0.00,1,182,
216.16,1,28769,
119.00,1,366,
79.00,1,455,
199.00,1,28803,
95.88,1,365,
79.00,1,455,
0.00,1,29238,
189.00,1,28798,
15.25,1,731,
0.00,1,92,
0.00,1,548,
79.00,1,184,
42.29,1,92,
109.00,1,547,
0.00,1,90,
0.00,1,365,
196.14,1,28829,
0.00,1,91,
0.00,1,102,
0.00,1,62,
0.00,1,183,
41.57,1,92,
65.94,1,184,
119.00,1,365,
0.00,1,92,
39.00,1,91,
109.00,1,182,
69.90,1,184,
0.00,1,90,
35.97,1,92,
0.00,1,368,
0.00,2,89,
35.97,1,91,
35.97,1,90,
0.00,1,547,
35.97,1,274,
10.45,1,731,
0.00,1,29092,
209.75,1,29050,
0.00,1,366,
0.00,1,181,
0.00,1,365,
37.77,1,90,
58.41,1,183,
17.15,1,120,
30.33,1,121,
65.94,1,184,
17.93,1,427,
65.94,1,183,
38.49,1,91,
0.00,1,31,
119.00,1,561,
199.00,1,28771,
0.00,1,121,
189.00,1,28803,
79.00,1,194,
0.00,1,365,
71.79,1,183,
0.00,1,92,
119.00,1,558,
0.00,1,31,
42.29,1,91,
0.00,1,344,
119.00,1,182,
199.00,1,28765,
189.00,1,28801,
65.94,1,183,
65.94,1,183,
0.00,1,368,
33.40,1,181,
19.95,1,59,
0.00,1,126,
13.65,1,366,
22.83,1,365,
0.00,2,365,
0.00,1,92,
35.97,1,366,
179.00,1,28843,
179.00,1,731,
41.73,2,95,
0.00,1,92,
35.97,1,99,
162.99,1,28768,
0.00,1,90,
217.31,1,28780,
35.97,1,92,
79.00,1,184,
0.00,1,368,
0.00,1,90,
0.00,1,89,
199.00,1,28791,
0.00,1,366,
0.00,1,151,
189.00,1,28788,
0.00,1,32,
199.00,1,28777,
180.31,1,28805,
189.00,1,28804,
107.88,1,366,
173.93,1,365,
0.00,1,368,
39.07,1,92,
10.45,1,731,
39.00,1,31,
35.97,1,92,
105.47,1,365,
0.00,1,182,
38.22,1,90,
0.00,1,181,
0.00,1,61,
0.00,1,368,
32.58,1,243,
0.00,1,255,
39.00,2,95,
35.97,1,366,
35.97,1,91,
13.65,1,153,
79.00,1,275,
119.00,1,366,
79.00,1,293,
0.00,1,273,
0.00,3,366,
0.00,1,365,
0.00,1,365,
79.00,1,276,
0.00,1,181,
79.00,1,183,
0.00,2,351,
75.48,1,366,
199.00,1,28783,
10.45,2,731,
213.23,1,28778,
0.00,1,89,
79.00,1,184,
39.16,1,91,
0.00,1,456,
0.00,1,92,
0.00,2,323,
0.00,1,365,
0.00,2,182,
0.00,1,1096,
58.41,1,184,
0.00,1,365,
0.00,1,159,
10.90,1,731,
157.78,1,731,
119.00,1,586,
189.00,1,28795,
0.00,1,365,
124.77,1,92,
0.00,2,181,
0.00,2,89,
9.54,1,731,
213.93,1,28800,
0.00,2,92,
9.54,1,731,
39.00,1,184,
0.00,1,92,
35.97,1,92,
0.00,1,456,
0.00,1,89,
0.00,1,92,
35.97,1,183,
39.00,1,95,
61.75,2,91,
0.00,1,182,
0.00,1,219,
0.00,2,186,
217.69,1,28777,
19.99,1,350,
0.00,1,91,
0.00,1,366,
0.00,1,29125,
0.00,1,369,
37.91,1,92,
35.97,1,92,
0.00,1,61,
0.00,1,90,
0.00,1,365,
0.00,1,181,
0.00,1,370,
199.00,1,28765,
61.75,1,92,
0.00,3,183,
35.97,1,90,
35.97,1,92,
0.00,1,89,
35.97,1,92,
35.97,1,91,
0.00,1,121,
15.25,1,65,
0.00,1,93,
0.00,1,90,
0.00,1,91,
236.81,1,28792,
38.13,1,90,
79.00,1,183,
193.43,1,28766,
65.94,1,184,
35.97,1,92,
201.47,1,28880,
0.00,2,182,
19.95,1,164,
0.00,1,368,
18.39,1,578,
0.00,1,368,
0.00,2,552,
39.00,1,91,
0.00,1,151,
179.00,1,733,
0.00,1,183,
0.00,1,90,
0.00,1,181,
0.00,1,187,
0.00,1,365,
209.20,1,28791,
211.14,1,28791,
0.00,1,90,
0.00,1,365,
0.00,1,92,
0.00,1,90,
0.00,1,365,
0.00,1,351,
42.12,1,91,
0.00,1,89,
101.15,1,365,
0.00,2,365,
0.00,1,92,
199.00,1,28802,
0.00,1,92,
0.00,1,365,
199.00,1,28773,
156.16,1,33,
199.00,1,28799,
0.00,1,31,
199.00,1,28781,
15.25,1,38,
0.00,1,365,
0.00,1,365,
217.41,1,28793,
119.00,2,377,
38.13,1,92,
0.00,1,181,
15.25,1,366,
75.48,1,366,
0.00,1,731,
0.00,2,89,
199.00,1,28768,
38.31,1,92,
0.00,2,731,
0.00,1,62,
0.00,1,90,
199.00,1,28795,
13.91,1,365,
79.00,1,184,
0.00,1,368,
65.94,1,184,
119.00,1,366,
131.27,1,731,
0.00,1,28789,
22.83,1,365,
0.00,1,183,
67.30,1,183,
0.00,1,30,
35.97,1,183,
0.00,1,365,
51.46,1,183,
35.97,1,182,
39.71,1,90,
26.80,1,91,
35.97,1,92,
30.88,1,92,
0.00,1,211,
0.00,1,65,
217.41,1,28811,
15.25,1,366,
42.46,1,97,
119.00,1,366,
0.00,1,368,
0.00,1,181,
0.00,1,92,
13.91,2,366,
0.00,1,365,
0.00,2,181,
0.00,1,365,
35.97,1,183,
0.00,1,182,
38.58,1,90,
35.97,1,184,
9.54,1,731,
0.00,1,184,
0.00,1,366,
39.00,1,91,
0.00,1,366,
38.85,1,92,
0.00,1,89,
153.46,1,731,
39.00,1,91,
0.00,3,366,
71.61,1,183,
35.97,2,91,
35.97,1,457,
199.00,1,28780,
0.00,1,181,
0.00,1,364,
0.00,1,90,
0.00,1,365,
0.00,1,368,
199.00,1,28820,
119.00,1,366,
35.97,1,92,
35.97,1,183,
35.97,1,91,
175.18,1,217,
217.69,1,28778,
0.00,1,366,
0.00,1,153,
35.97,1,91,
0.00,1,368,
0.00,1,34,
15.25,1,47,
19.99,1,92,
35.97,1,182,
79.00,1,182,
19.95,1,59,
0.00,1,90,
189.00,1,28794,
23.95,2,30,
0.00,1,92,
179.00,1,731,
0.00,1,369,
58.41,1,183,
0.00,1,366,
0.00,1,181,
210.94,1,28801,
9.54,1,731,
0.00,1,89,
103.37,1,183,
0.00,1,92,
79.00,1,184,
0.00,1,92,
199.00,1,28790,
42.29,1,124,
199.00,1,28773,
48.68,1,182,
0.00,1,366,
189.00,1,28842,
53.60,1,92,
0.00,1,365,
187.78,1,28894,
0.00,1,309,
0.00,1,731,
97.36,1,183,
10.45,1,731,
0.00,1,365,
35.97,1,366,
39.16,1,92,
0.00,1,365,
199.00,1,28771,
0.00,1,364,
0.00,1,92,
0.00,1,184,
199.00,1,28785,
30.88,1,92,
0.00,1,92,
0.00,1,365,
0.00,1,365,
0.00,1,184,
0.00,1,365,
199.00,1,28773,
38.85,1,90,
0.00,1,182,
0.00,1,457,
0.00,3,365,
0.00,1,184,
199.00,1,28791,
71.15,1,182,
199.00,1,28788,
42.66,1,94,
0.00,1,64,
42.66,1,91,
0.00,1,731,
179.00,1,731,
79.00,1,365,
0.00,1,365,
9.54,1,731,
199.00,1,28803,
212.13,1,28769,
22.83,1,183,
199.00,1,28816,
0.00,1,365,
35.97,1,183,
0.00,1,366,
0.00,1,29180,
0.00,1,92,
0.00,1,365,
0.00,1,92,
35.97,1,182,
38.34,1,91,
10.45,1,731,
0.00,1,365,
13.65,1,184,
0.00,1,29232,
0.00,1,92,
0.00,1,365,
35.97,1,92,
13.91,1,365,
217.69,1,28778,
0.00,1,365,
0.00,1,731,
0.00,1,90,
35.97,1,366,
0.00,1,181,
0.00,1,90,
0.00,2,89,
35.97,1,91,
210.94,1,28800,
217.69,1,28778,
0.00,1,182,
41.87,1,91,
0.00,1,365,
35.97,1,90,
17.15,1,92,
0.00,2,365,
0.00,1,731,
67.30,2,196,
327.08,1,28773,
0.00,1,28887,
0.00,1,365,
79.00,1,184,
0.00,3,218,
199.00,1,29130,
199.00,1,28769,
199.00,1,28765,
35.97,1,90,
207.96,1,28774,
199.00,1,28776,
35.97,1,92,
0.00,1,365,
13.65,1,243,
0.00,1,29232,
38.34,1,91,
112.17,1,366,
199.00,1,28799,
0.00,1,29180,
37.77,1,92,
54.15,1,92,
13.91,1,366,
99.00,1,472,
0.00,1,366,
211.64,1,28769,
22.83,1,366,
10.45,1,731,
35.97,1,92,
0.00,1,90,
179.00,1,738,
0.00,1,290,
35.97,1,183,
119.00,2,548,
0.00,1,28807,
35.97,1,370,
0.00,1,181,
13.91,1,365,
0.00,1,95,
35.97,1,182,
17.15,1,92,
79.00,1,183,
95.88,1,366,
0.00,1,369,
0.00,1,89,
199.00,1,28767,
15.25,1,365,
35.97,1,279,
69.90,1,184,
79.00,1,273,
71.94,1,182,
0.00,1,365,
0.00,1,368,
22.83,1,366,
0.00,1,365,
217.69,1,28781,
38.98,1,90,
0.00,1,29099,
0.00,1,90,
0.00,1,90,
199.00,1,28782,
0.00,1,92,
0.00,1,366,
0.00,1,92,
0.00,2,365,
9.54,1,731,
0.00,1,92,
35.97,1,460,
79.00,1,275,
10.45,1,731,
35.97,1,92,
0.00,1,90,
62.38,1,184,
0.00,1,454,
0.00,1,90,
35.97,1,182,
0.00,1,366,
0.00,1,184,
199.00,1,28894,
0.00,1,365,
0.00,1,182,
15.25,1,66,
19.99,1,97,
0.00,1,28765,
35.97,1,92,
139.00,1,731,
27.58,1,212,
0.00,1,29034,
27.58,1,336,
0.00,1,184,
0.00,1,548,
0.00,1,91,
0.00,1,28774,
0.00,1,365,
70.29,1,183,
101.44,1,366,
42.66,1,91,
0.00,1,365,
19.95,2,183,
216.16,1,28782,
199.00,1,28765,
0.00,1,122,
199.00,1,28783,
0.00,1,365,
199.00,1,28792,
0.00,1,90,
0.00,1,365,
0.00,1,365,
0.00,1,548,
0.00,1,181,
189.00,4,28788,
0.00,1,550,
0.00,1,182,
15.25,1,731,
58.41,1,184,
79.00,1,274,
10.45,1,731,
79.00,1,120,
37.77,1,91,
0.00,1,368,
0.00,1,274,
0.00,1,91,
17.15,1,89,
0.00,1,365,
35.97,1,92,
35.97,1,182,
0.00,1,91,
199.00,1,28786,
74.36,1,183,
35.97,1,92,
0.00,1,368,
228.95,1,365,
0.00,1,92,
0.00,1,92,
0.00,1,368,
0.00,1,181,
0.00,1,89,
38.94,1,182,
0.00,2,92,
17.15,2,185,
19.95,1,153,
0.00,4,365,
200.34,1,28888,
0.00,1,365,
69.24,1,183,
39.00,1,95,
0.00,1,32,
199.00,1,28803,
35.97,1,92,
79.00,1,185,
19.95,1,59,
199.00,1,28772,
0.00,1,91,
0.00,1,29243,
39.00,1,91,
35.97,1,92,
0.00,1,90,
33.40,1,183,
0.00,1,183,
35.97,1,458,
119.00,1,366,
0.00,1,365,
79.00,1,366,
35.97,1,92,
0.00,2,365,
211.44,1,28780,
13.65,1,214,
79.00,1,95,
35.97,1,274,
35.97,1,92,
0.00,1,366,
0.00,2,365,
0.00,1,92,
13.65,1,153,
199.00,1,28781,
190.19,1,28842,
35.97,1,455,
0.00,1,365,
0.00,1,181,
0.00,1,365,
0.00,1,365,
1.09,1,61,
0.00,1,92,
0.00,1,90,
199.00,1,28772,
199.00,1,28765,
211.54,1,28773,
79.00,4,184,
0.00,1,91,
196.90,1,28888,
0.00,1,29142,
13.65,1,123,
0.00,1,193,
9.54,1,731,
0.00,1,36,
79.00,1,366,
79.00,1,274,
0.00,1,92,
35.97,1,92,
0.00,1,81,
19.99,1,365,
33.12,1,183,
189.00,1,28849,
0.00,2,365,
144.72,1,184,
0.00,1,89,
15.25,1,118,
0.00,1,731,
0.00,1,366,
18.39,1,487,
0.00,1,365,
0.00,1,365,
38.49,1,92,
0.00,1,29275,
79.00,1,274,
35.97,1,457,
0.00,1,91,
35.97,1,90,
204.12,1,28888,
35.97,1,92,
119.00,1,366,
0.00,1,365,
289.00,1,28830,
179.00,1,366,
79.00,1,184,
0.00,1,92,
119.00,1,366,
189.00,1,28801,
0.00,1,468,
79.00,1,184,
0.00,2,351,
0.00,1,365,
217.69,1,28779,
38.85,1,91,
0.00,1,92,
79.00,1,184,
213.93,1,28777,
19.95,1,94,
0.00,1,91,
210.94,1,28781,
0.00,1,92,
0.00,1,92,
118.47,1,213,
0.00,1,31,
0.00,1,414,
0.00,1,90,
0.00,1,90,
22.63,1,49,
189.00,1,28802,
30.88,1,91,
0.00,1,365,
119.00,1,547,
35.97,1,92,
35.97,1,274,
0.00,1,92,
0.00,1,368,
119.00,1,366,
30.88,1,91,
79.00,1,275,
179.00,2,427,
42.88,3,90,
376.83,1,28771,
0.00,1,92,
0.00,1,273,
0.00,1,92,
0.00,1,183,
0.00,1,92,
26.66,1,31,
199.00,1,28778,
35.97,1,183,
199.00,1,28771,
30.88,1,91,
119.00,1,183,
0.00,1,548,
0.00,1,144,
0.00,1,181,
0.00,1,182,
35.97,1,274,
0.00,1,184,
216.66,1,28790,
9.54,1,731,
0.00,3,92,
35.97,1,92,
0.00,1,92,
199.00,1,28768,
0.00,1,93,
35.97,1,92,
119.00,1,366,
0.00,1,365,
0.00,1,365,
69.90,1,183,
0.00,2,365,
35.97,1,90,
0.00,1,182,
79.00,1,92,
0.00,1,517,
0.00,1,366,
0.00,1,365,
17.15,1,151,
0.00,1,92,
35.97,1,92,
99.00,1,366,
37.95,1,90,
0.00,1,366,
211.54,1,28770,
0.00,1,182,
13.65,2,274,
15.25,1,133,
35.97,1,181,
217.41,1,28767,
37.52,1,92,
0.00,1,184,
19.99,1,192,
35.97,1,92,
0.00,1,273,
79.00,1,182,
125.00,1,28885,
0.00,1,30,
0.00,1,365,
199.00,1,28787,
0.00,1,92,
199.00,1,28771,
119.00,1,365,
19.95,1,123,
95.88,1,366,
79.00,1,239,
199.00,1,28780,
0.00,2,371,
143.76,1,731,
0.00,1,118,
71.79,1,182,
0.00,1,92,
79.00,1,273,
35.97,1,90,
0.00,1,67,
199.00,1,28797,
100.19,1,365,
0.00,1,378,
199.00,1,28790,
42.29,1,118,
104.15,1,554,
210.94,1,28796,
1.09,1,30,
0.00,1,731,
0.00,5,310,
0.00,1,365,
0.00,1,181,
14.00,1,92,
0.00,1,89,
0.00,1,372,
0.00,1,30,
0.00,1,193,
72.47,1,184,
199.00,1,28785,
0.00,1,89,
0.00,1,184,
65.94,1,183,
0.00,1,91,
214.92,1,28797,
69.90,1,183,
0.00,1,365,
0.00,1,368,
199.00,1,28765,
119.00,6,365,
189.00,1,28790,
0.00,1,366,
35.97,1,368,
199.00,1,28803,
0.00,1,184,
0.00,1,91,
38.16,1,182,
41.34,1,95,
0.00,1,89,
35.97,1,92,
35.97,1,183,
26.80,1,94,
0.00,1,91,
209.75,1,28788,
0.00,3,181,
0.00,1,91,
86.42,1,183,
0.00,1,92,
79.00,1,275,
0.00,2,303,
211.54,2,28769,
0.00,1,92,
0.00,5,368,
75.48,1,92,
53.60,1,150,
179.00,1,28857,
70.56,1,770,
13.65,1,155,
65.94,1,184,
0.00,1,183,
0.00,1,91,
0.00,1,365,
79.00,1,274,
0.00,3,92,
0.00,1,184,
0.00,1,243,
0.00,1,181,
216.16,1,28778,
35.97,1,92,
199.00,1,28822,
42.29,1,151,
26.66,1,93,
119.00,1,427,
0.00,1,365,
0.00,1,28782,
51.46,1,274,
35.97,1,182,
199.00,1,28769,
0.00,1,90,
0.00,1,368,
199.00,1,28779,
119.00,1,366,
199.00,1,28781,
119.00,1,366,
15.25,1,731,
0.00,1,365,
199.00,1,28792,
199.00,1,28765,
0.00,1,92,
189.00,1,28849,
38.34,1,92,
0.00,1,98,
0.00,1,368,
0.00,1,357,
0.00,1,368,
119.00,1,365,
35.97,1,191,
35.97,1,92,
38.34,1,91,
95.88,1,366,
35.97,1,182,
0.00,2,455,
0.00,1,457,
162.99,1,28777,
0.00,1,91,
0.00,2,273,
199.00,1,28780,
35.97,1,92,
0.00,1,365,
33.40,1,182,
79.00,1,183,
327.08,1,28768,
35.97,1,182,
0.00,1,131,
0.00,1,28777,
0.00,1,90,
33.40,1,181,
22.83,1,45,
78.76,1,182,
201.47,1,28880,
35.97,1,366,
45.05,1,182,
299.00,1,28792,
43.25,1,91,
35.97,1,92,
37.77,1,91,
22.83,1,365,
65.94,1,183,
0.00,1,30,
0.00,1,731,
69.32,1,184,
0.00,1,181,
199.00,1,28767,
11.95,1,455,
338.00,1,366,
0.00,1,365,
0.00,1,41,
0.00,1,89,
0.00,3,89,
0.00,1,91,
15.25,1,365,
0.00,1,92,
150.61,1,730,
0.00,2,92,
0.00,1,181,
0.00,1,181,
0.00,1,139,
199.00,1,28790,
0.00,1,316,
0.00,1,183,
65.94,1,183,
0.00,1,28867,
0.00,1,89,
0.00,1,92,
0.00,1,366,
199.00,1,28789,
199.00,1,28796,
39.06,1,274,
0.00,1,731,
0.00,1,92,
69.05,1,183,
0.00,1,91,
124.77,1,184,
95.88,1,365,
17.15,1,91,
15.25,1,731,
250.80,1,141,
0.00,1,92,
71.79,1,182,
0.00,1,92,
15.25,1,731,
189.00,1,28806,
0.00,1,457,
10.45,1,731,
0.00,1,547,
0.00,1,365,
17.15,1,89,
0.00,1,371,
0.00,1,182,
13.91,1,365,
58.41,1,184,
35.97,1,92,
22.83,1,365,
199.00,1,28777,
19.95,1,89,
32.16,1,92,
22.83,1,181,
79.00,1,183,
79.00,1,455,
124.50,1,31,
0.00,1,94,
179.10,1,28767,
0.00,1,181,
17.15,1,216,
0.00,1,351,
0.00,1,181,
0.00,1,90,
0.00,1,92,
212.13,1,28777,
0.00,1,92,
0.00,1,368,
79.00,2,185,
211.44,1,28768,
13.65,1,458,
189.00,1,28784,
0.00,1,92,
0.00,1,368,
35.97,1,92,
143.76,1,731,
35.97,1,90,
202.51,1,28849,
0.00,1,731,
35.97,1,183,
95.88,1,365,
29.99,1,103,
79.00,1,184,
119.00,1,366,
9.54,1,731,
91.00,1,182,
43.23,1,92,
199.00,1,28778,
17.15,1,92,
0.00,1,29175,
35.97,1,183,
179.10,1,28790,
0.00,1,182,
0.00,1,120,
0.00,1,184,
79.00,1,276,
65.94,1,183,
35.97,1,499,
162.99,1,28770,
0.00,1,92,
119.00,2,547,
0.00,1,92,
51.46,1,366,
12.60,1,430,
0.00,1,181,
38.06,1,92,
0.00,1,89,
45.05,1,274,
9.54,1,731,
199.00,1,28798,
17.15,1,198,
38.34,1,92,
0.00,1,40,
0.00,1,89,
35.97,1,183,
17.15,1,92,
0.00,1,90,
189.00,1,28803,
189.00,1,28789,
0.00,1,181,
41.57,1,91,
119.00,1,547,
79.00,1,279,
199.00,1,28804,
35.97,1,182,
0.00,1,365,
32.16,1,91,
0.00,1,181,
199.00,1,28794,
299.00,1,28804,
9.54,1,731,
0.00,1,366,
51.46,1,184,
189.00,2,28805,
0.00,1,91,
212.43,1,28798,
0.00,1,365,
0.00,1,365,
0.00,2,89,
119.00,1,366,
199.00,1,28782,
0.00,1,411,
58.41,1,183,
199.00,1,28767,
0.00,1,90,
61.75,1,92,
162.99,1,28774,
1.09,1,30,
119.00,1,366,
198.45,1,28886,
79.00,1,312,
0.00,1,183,
0.00,1,194,
61.75,1,204,
79.00,1,366,
0.00,1,731,
0.00,1,273,
0.00,1,731,
0.00,1,323,
0.00,1,181,
0.00,1,92,
51.46,1,183,
0.00,1,29225,
0.00,1,184,
0.00,1,365,
204.12,1,28853,
21.88,1,487,
119.00,1,366,
0.00,1,91,
125.80,1,184,
0.00,1,366,
0.00,1,365,
199.00,1,28776,
0.00,1,92,
8.41,1,464,
0.00,1,365,
37.81,1,92,
0.00,1,92,
35.97,1,183,
188.41,1,365,
200.81,1,28804,
0.00,3,181,
0.00,1,365,
0.00,1,92,
79.00,1,366,
0.00,1,368,
13.91,2,365,
0.00,1,92,
199.00,1,28777,
0.00,1,184,
100.19,1,365,
0.00,1,92,
35.97,1,458,
217.69,1,28781,
35.97,1,92,
65.94,1,366,
0.00,1,181,
79.00,1,186,
216.66,1,28781,
0.00,1,365,
0.00,1,365,
0.00,1,731,
0.00,1,181,
119.50,1,731,
216.66,1,28774,
119.00,1,182,
35.97,1,92,
35.97,1,547,
0.00,1,90,
79.00,1,183,
182.48,1,28771,
35.97,1,274,
0.00,1,31,
0.00,1,366,
79.00,1,366,
199.00,1,28791,
208.95,1,28771,
0.00,1,181,
35.97,1,92,
0.00,1,30,
0.00,1,89,
0.00,1,93,
0.00,1,183,
0.00,1,29237,
79.00,1,183,
35.97,1,92,
0.00,1,92,
199.00,1,28778,
0.00,1,92,
189.00,1,28766,
0.00,1,182,
0.00,1,92,
79.00,1,275,
208.95,1,28788,
0.00,1,365,
117.93,1,366,
30.08,1,91,
0.00,1,92,
35.97,1,184,
79.00,1,183,
61.75,1,93,
0.00,1,365,
58.41,1,183,
0.00,1,96,
217.69,1,28777,
71.10,1,92,
0.00,1,366,
209.20,1,28768,
200.39,1,365,
9.54,1,731,
189.00,1,28794,
210.54,1,28771,
19.95,1,30,
13.65,1,336,
0.00,1,89,
35.97,1,92,
0.00,1,92,
0.00,2,91,
17.15,1,89,
0.00,1,89,
0.00,1,365,
179.00,1,28885,
79.00,1,183,
79.00,1,364,
35.97,1,92,
119.00,1,365,
199.00,1,28776,
79.00,1,92,
0.00,1,182,
37.91,1,306,
0.00,1,368,
15.25,1,731,
217.69,1,28779,
0.00,1,92,
119.00,1,366,
0.00,1,344,
179.00,1,731,
17.15,1,89,
35.97,1,92,
65.94,1,182,
79.00,1,183,
0.00,1,365,
54.15,1,90,
199.00,1,28802,
0.00,1,731,
39.00,1,95,
199.00,1,28776,
79.00,1,279,
0.00,1,182,
79.00,1,276,
33.99,1,92,
119.00,1,366,
0.00,2,365,
0.00,1,92,
0.00,1,89,
0.00,1,92,
38.58,1,90,
199.00,1,28793,
0.00,1,365,
169.00,1,731,
0.00,1,92,
0.00,1,181,
18.39,1,455,
0.00,1,183,
0.00,1,365,
0.00,1,181,
37.05,1,92,
119.00,1,547,
27.58,1,396,
0.00,1,357,
75.81,1,92,
0.00,1,274,
18.39,1,486,
0.00,1,89,
12.60,1,122,
0.00,1,181,
0.00,1,92,
0.00,1,184,
199.00,1,28768,
0.00,1,365,
0.00,1,92,
0.00,1,365,
0.00,2,95,
0.00,1,365,
119.00,1,366,
201.47,1,28800,
0.00,1,30,
38.94,1,366,
199.00,1,28768,
0.00,1,366,
35.97,1,182,
51.46,1,182,
0.00,1,29105,
79.00,1,366,
10.45,1,731,
0.00,1,295,
0.00,1,92,
0.00,1,181,
0.00,1,274,
17.33,1,184,
0.00,1,31,
9.54,1,731,
79.00,1,228,
211.14,1,28766,
0.00,1,365,
17.15,1,92,
0.00,2,365,
0.00,1,365,
13.65,1,123,
0.00,1,273,
0.00,1,89,
199.00,1,28787,
199.00,1,28766,
0.00,1,365,
0.00,1,90,
0.00,1,89,
0.00,1,365,
35.97,1,92,
74.86,1,184,
199.00,1,28790,
0.00,1,31,
97.36,3,213,
0.00,1,183,
0.00,1,274,
0.00,1,91,
0.00,1,181,
79.00,1,183,
0.00,1,29105,
217.51,1,28788,
0.00,3,337,
0.00,1,181,
0.00,2,181,
35.97,1,366,
0.00,1,30,
0.00,1,181,
0.00,1,92,
79.55,1,243,
0.00,1,365,
0.00,1,92,
0.00,1,89,
79.00,1,183,
0.00,1,92,
43.23,1,92,
0.00,1,91,
0.00,1,368,
199.00,1,28779,
0.00,1,91,
9.54,1,731,
0.00,1,283,
35.97,1,92,
0.00,1,368,
162.99,1,28765,
0.00,1,29179,
0.00,2,366,
0.00,1,309,
39.50,1,91,
61.75,1,182,
39.16,1,92,
35.97,1,95,
199.00,1,28794,
48.68,1,182,
95.88,1,366,
15.25,1,731,
0.00,1,91,
112.17,1,366,
217.69,1,28780,
79.00,1,275,
0.00,1,365,
0.00,1,92,
0.00,1,457,
0.00,1,547,
0.00,1,92,
179.10,1,28771,
199.00,1,28766,
0.00,1,56,
0.00,1,91,
0.00,1,92,
189.00,1,28884,
79.00,1,455,
189.05,1,28777,
0.00,1,189,
65.94,3,184,
0.00,1,365,
70.06,1,183,
9.54,1,731,
179.00,1,28887,
189.00,1,28787,
103.37,1,182,
109.00,1,366,
0.00,1,274,
208.95,1,28773,
37.52,1,92,
199.00,1,28804,
58.41,1,182,
0.00,1,365,
35.97,1,90,
143.76,1,730,
49.00,1,558,
74.36,1,182,
0.00,1,181,
79.00,1,184,
58.41,1,182,
179.00,1,365,
0.00,1,181,
0.00,1,92,
119.00,1,365,
53.60,1,275,
35.97,1,91,
224.91,1,28775,
0.00,1,182,
35.97,1,92,
0.00,1,182,
119.00,1,365,
0.00,1,92,
0.00,1,365,
39.00,1,91,
79.00,1,456,
210.94,1,28771,
199.00,1,28804,
0.00,1,115,
